,FIPS,Walkability,Percentage of without vehicle,geometry,Percentage of public transportation
377,06037195300,1.313646,12.3,"POLYGON ((-118.291782198011 34.1017848600947, -118.287415197151 34.101796859811, -118.285232197147 34.1018028601549, -118.283052196764 34.101808860011, -118.278636196531 34.1018108602551, -118.278646195904 34.1000168603554, -118.27866619558 34.0991198596599, -118.278679195118 34.0957888600527, -118.279442195692 34.0957928595119, -118.283038196168 34.0958108591083, -118.284139196212 34.0958168593586, -118.285829196542 34.0973048593005, -118.287112197016 34.0981688593115, -118.291780198147 34.1012328599059, -118.291782198011 34.1017848600947))",13.16
378,06037190520,1.812184,29.8,"POLYGON ((-118.307107201288 34.1017448585802, -118.305028200309 34.1017518591502, -118.303510200033 34.1017558591868, -118.303276200658 34.1017568587184, -118.302017200201 34.101758859006, -118.300548199831 34.1017618591198, -118.300527199909 34.0981288590443, -118.303156199577 34.0981218588294, -118.305634200399 34.0981158587019, -118.307075200149 34.0981128587421, -118.307107201288 34.1017448585802))",20.11
379,06037191201,2.695341,26.3,"POLYGON ((-118.300548199831 34.1017618591198, -118.296165198553 34.1017728589662, -118.291782198011 34.1017848600947, -118.291780198147 34.1012328599059, -118.291770197918 34.0981578590321, -118.291762198004 34.0955528587395, -118.296127197981 34.0953898588447, -118.300511199371 34.095225858804, -118.300527199909 34.0981288590443, -118.300548199831 34.1017618591198))",15.99
380,06037190510,2.765023,21.6,"POLYGON ((-118.315808202729 34.10169585848, -118.313643201856 34.1017098582896, -118.312265201651 34.1017188580801, -118.311475201687 34.1017238585912, -118.310718201634 34.1017288583358, -118.309272201439 34.1017378590933, -118.307217200838 34.1017438586345, -118.307107201288 34.1017448585802, -118.307075200149 34.0981128587421, -118.309251200957 34.0981078580819, -118.311454200939 34.0980938577194, -118.314608201466 34.09807385763, -118.316732202251 34.1016898582156, -118.315808202729 34.10169585848))",26.73
381,06037189904,6.464515,13.2,"POLYGON ((-118.348961208151 34.1016278563025, -118.346774207562 34.1016148569115, -118.345218206622 34.1016058569785, -118.344824206869 34.1003308563792, -118.344131206545 34.0979678558861, -118.347078206773 34.0979878564848, -118.347878207673 34.09799385627, -118.348969207068 34.098000856106, -118.348961208151 34.1016278563025))",8.47
382,06037201110,-2.243693,6.9,"POLYGON ((-118.181821179092 34.0927728652293, -118.18039217897 34.0962028655515, -118.178008179654 34.1019258657565, -118.178006178765 34.1003658656448, -118.178007178689 34.099730865741, -118.178006178853 34.0985998656569, -118.168427177571 34.0986668662541, -118.167406176587 34.0981458663308, -118.167506176626 34.0953088662599, -118.169703177029 34.0929268660432, -118.169963176491 34.0895548653879, -118.17077717693 34.0894118653882, -118.171766177371 34.0890538649641, -118.172388177158 34.0900848650111, -118.173368176986 34.0906398655123, -118.176044177846 34.0895188648896, -118.177068177994 34.0914028648072, -118.18063517894 34.0924308645101, -118.181821179092 34.0927728652293))",9.96
383,06037185202,-1.987813,8.2,"POLYGON ((-118.224585187072 34.0985358634081, -118.222449186625 34.0982778630411, -118.223898186447 34.0998528629234, -118.220411186349 34.0992308633378, -118.217783185336 34.1016878638244, -118.216962185918 34.1007998638689, -118.215427184876 34.100624863485, -118.21393418465 34.0996848642541, -118.209680183807 34.0953928639112, -118.210800184156 34.0942958633326, -118.211282184276 34.093672863235, -118.211553183503 34.0929678633819, -118.211457183328 34.0908398632964, -118.212564183974 34.0901068631112, -118.21563018412 34.0885288626951, -118.216798184103 34.0887928628608, -118.21810618523 34.0886708619797, -118.22086018498 34.091043862247, -118.220963185704 34.0932248624464, -118.222315185622 34.095418862854, -118.226436186848 34.097275862562, -118.224585187072 34.0985358634081))",10.23
384,06037191302,3.478449,14.1,"POLYGON ((-118.291780198147 34.1012328599059, -118.287112197016 34.0981688593115, -118.285829196542 34.0973048593005, -118.284139196212 34.0958168593586, -118.282814196177 34.0946378596413, -118.284167195915 34.0934598592912, -118.286589196212 34.0934668592378, -118.288677196842 34.0934638592349, -118.291755197911 34.0934498585208, -118.291762198004 34.0955528587395, -118.291770197918 34.0981578590321, -118.291780198147 34.1012328599059))",17.22
385,06037201120,-1.143194,4.8,"POLYGON ((-118.169703177029 34.0929268660432, -118.167506176626 34.0953088662599, -118.167406176587 34.0981458663308, -118.168427177571 34.0986668662541, -118.162194176054 34.0986748662665, -118.160278176063 34.0986738664105, -118.156790175493 34.0986748672755, -118.15530217453 34.0986768673588, -118.155304175559 34.0985808671531, -118.155897174799 34.0968278670442, -118.159078175394 34.0945938664915, -118.159538175753 34.0942818660901, -118.160672175582 34.0934458657353, -118.165627175696 34.0903878652967, -118.167038176329 34.0900228658061, -118.169469177208 34.0896368656096, -118.169963176491 34.0895548653879, -118.169703177029 34.0929268660432))",6.31
386,06037190901,1.73859,27.7,"POLYGON ((-118.315789202397 34.0980668578583, -118.314608201466 34.09807385763, -118.311454200939 34.0980938577194, -118.309251200957 34.0981078580819, -118.309223200757 34.0948948579834, -118.309212200337 34.0936108576546, -118.309188199753 34.0907748572403, -118.313570200764 34.0907678568195, -118.315744201416 34.0907638573129, -118.315751201947 34.0927778571834, -118.315773201715 34.0958258578864, -118.315789202397 34.0980668578583))",21.39
387,06037191110,3.721106,33.4,"POLYGON ((-118.309251200957 34.0981078580819, -118.307075200149 34.0981128587421, -118.305634200399 34.0981158587019, -118.303156199577 34.0981218588294, -118.300527199909 34.0981288590443, -118.300511199371 34.095225858804, -118.304655199326 34.0950748579912, -118.305614199652 34.0950308582911, -118.309223200757 34.0948948579834, -118.309251200957 34.0981078580819))",33.57
388,06037190902,1.301265,23.8,"POLYGON ((-118.322304202733 34.0980258572976, -118.319721202256 34.0980418576536, -118.315789202397 34.0980668578583, -118.315773201715 34.0958258578864, -118.315751201947 34.0927778571834, -118.315744201416 34.0907638573129, -118.317932202136 34.0907598566733, -118.322285201917 34.0907538569796, -118.322284202122 34.0925678567906, -118.322290203145 34.0943898571862, -118.322304202733 34.0980258572976))",9.99
389,06037190801,4.016719,34.9,"POLYGON ((-118.326667203512 34.0979988576414, -118.322304202733 34.0980258572976, -118.322290203145 34.0943898571862, -118.322284202122 34.0925678567906, -118.322285201917 34.0907538569796, -118.324456202345 34.0907488567592, -118.326636203489 34.0907428564998, -118.326651203266 34.0943708568376, -118.326667203512 34.0979988576414))",19.66
390,06037190802,4.349471,18.3,"POLYGON ((-118.333223205031 34.0979878564784, -118.33246820467 34.0979888571383, -118.326667203512 34.0979988576414, -118.326651203266 34.0943708568376, -118.326636203489 34.0907428564998, -118.32886920303 34.0907378563663, -118.329898203897 34.0907358560932, -118.33318420372 34.0907288564946, -118.33320420475 34.0943938563762, -118.333213204564 34.0961738570746, -118.333223205031 34.0979878564784))",21.51
391,06037185310,1.370944,9.2,"POLYGON ((-118.228824186749 34.0958828621854, -118.226436186848 34.097275862562, -118.222315185622 34.095418862854, -118.220963185704 34.0932248624464, -118.22086018498 34.091043862247, -118.21810618523 34.0886708619797, -118.216798184103 34.0887928628608, -118.21563018412 34.0885288626951, -118.217710185156 34.0874578623795, -118.219048184549 34.0864358620893, -118.222421185415 34.0887388617128, -118.223398186295 34.0909138625351, -118.223880185539 34.0914888620781, -118.225849186966 34.0938668624661, -118.228351186986 34.0955858622474, -118.228824186749 34.0958828621854))",14.2
392,06037201301,1.430927,10.6,"POLYGON ((-118.192861180756 34.0870948635479, -118.191446180393 34.0871018633466, -118.190790180687 34.0891928638999, -118.191401180951 34.09188686407, -118.190612180691 34.0969148645486, -118.190071180744 34.0972248651618, -118.190334180482 34.0947718642174, -118.190189180889 34.0936408646472, -118.187238180231 34.0926088643158, -118.185943179707 34.0930778651054, -118.182536178633 34.0910578643773, -118.181821179092 34.0927728652293, -118.18063517894 34.0924308645101, -118.182585179129 34.0877508646678, -118.184172179304 34.0860548637653, -118.184089178818 34.0854998640556, -118.186444179699 34.0852158641351, -118.187021178921 34.0850568637366, -118.187831179792 34.0844438638843, -118.191827179892 34.080040862946, -118.193064180029 34.0820228627024, -118.191467180043 34.0837728637337, -118.192172180575 34.0856388630925, -118.193577180878 34.0857328638067, -118.192861180756 34.0870948635479))",15.13
393,06037195500,-0.943407,5.2,"POLYGON ((-118.274490194239 34.0846848583991, -118.273398193491 34.083760859068, -118.267282192856 34.0928758596969, -118.266825193774 34.0926928599024, -118.267063193107 34.0922858603084, -118.265943193139 34.0918398600661, -118.265533193098 34.0920198601871, -118.265204193112 34.0920198597698, -118.264910193081 34.091925860119, -118.26443319326 34.0918778599023, -118.264190192264 34.0919538605453, -118.264030192691 34.0920518597346, -118.263563192676 34.0936268604479, -118.261228192209 34.0970358611724, -118.259852192182 34.0961698604568, -118.259251192422 34.096167860893, -118.259223192206 34.0939188602003, -118.258533192119 34.090998860637, -118.259152191546 34.0899438601877, -118.259364191496 34.0889138604908, -118.260002191712 34.0854948599855, -118.260080191776 34.0835728592723, -118.260186191358 34.0819498588888, -118.26305919132 34.0827008595474, -118.266015192651 34.083983859187, -118.267739192697 34.0847318588248, -118.26945019329 34.0820168583661, -118.270384192925 34.0824218591084, -118.27230919333 34.0832538584718, -118.273368193065 34.0829668585641, -118.274302193874 34.0842888583633, -118.274490194239 34.0846848583991))",1.21
394,06037197200,-1.899249,13.1,"POLYGON ((-118.242339189737 34.0950598620723, -118.241831189068 34.0954958616707, -118.240460189121 34.0965438615687, -118.238588189137 34.094676862224, -118.233944187355 34.0936098619568, -118.231464187397 34.092468862474, -118.22938218692 34.0901588622358, -118.228544186168 34.0879938619746, -118.227892186217 34.0831928608644, -118.237313187719 34.0892618611683, -118.243835189405 34.09561986148, -118.242339189737 34.0950598620723))",5.03
395,06037195400,0.696396,11.9,"POLYGON ((-118.283038196168 34.0958108591083, -118.279442195692 34.0957928595119, -118.278679195118 34.0957888600527, -118.277174195669 34.0957808598079, -118.275650194578 34.0953678599389, -118.270964194174 34.0953068599964, -118.26856319425 34.0952958605485, -118.266025192982 34.095634860888, -118.26573919331 34.0949888600258, -118.267450193032 34.0933688603763, -118.26766519334 34.0930278602687, -118.267282192856 34.0928758596969, -118.273398193491 34.083760859068, -118.274490194239 34.0846848583991, -118.275843194042 34.0875298588874, -118.277288194575 34.0901948590793, -118.278794195522 34.0909348589979, -118.279369195822 34.091388859603, -118.280383195887 34.0924668592867, -118.281120195664 34.0931318596851, -118.282814196177 34.0946378596413, -118.284139196212 34.0958168593586, -118.283038196168 34.0958108591083))",8.24
396,06037199400,1.17869,13.1,"POLYGON ((-118.214604183946 34.079984861438, -118.212975184229 34.0859858625221, -118.212778183622 34.0864238622219, -118.212736183931 34.0878698625282, -118.211457183328 34.0908398632964, -118.211553183503 34.0929678633819, -118.211282184276 34.093672863235, -118.210800184156 34.0942958633326, -118.209680183807 34.0953928639112, -118.209342184355 34.095902863654, -118.206325183006 34.0944878635103, -118.205523182793 34.0952388640778, -118.203231182743 34.0953108642687, -118.205162183321 34.0926288634866, -118.204046182826 34.0919958638691, -118.207768182978 34.087421863128, -118.211970183929 34.0845748620918, -118.211883183041 34.0792578616573, -118.213193182749 34.0792458618114, -118.214821183969 34.0792898618329, -118.214604183946 34.079984861438))",12.82
397,06037980010,-2.582733,16.1,"POLYGON ((-118.251663190129 34.0803868595133, -118.249995189469 34.0825028594577, -118.248835189481 34.0852808602167, -118.246203189294 34.0877428607793, -118.243691188628 34.0890558612415, -118.244956189904 34.0919368614264, -118.243087189397 34.0936828612298, -118.243835189405 34.09561986148, -118.237313187719 34.0892618611683, -118.227892186217 34.0831928608644, -118.227618186463 34.0830878613512, -118.226565185852 34.0797378609438, -118.224805184124 34.0719788600765, -118.22913918536 34.0713378599906, -118.229118184994 34.0740148603691, -118.232044185927 34.0776598604082, -118.235851186541 34.0792958602623, -118.235899186459 34.0763758595765, -118.233434186184 34.0741828596492, -118.234627186289 34.0729148596617, -118.237011186863 34.0686958591144, -118.23732318597 34.0696548590626, -118.239829186421 34.0682538585425, -118.240458186596 34.0693178592555, -118.244807187728 34.0712698588567, -118.245647188461 34.0709878585612, -118.247010188702 34.072327858716, -118.250133188786 34.0736728585654, -118.251255189149 34.0786738591262, -118.251663190129 34.0803868595133))",1.64
398,06037191203,2.450704,29.7,"POLYGON ((-118.296127197981 34.0953898588447, -118.291762198004 34.0955528587395, -118.291755197911 34.0934498585208, -118.291747197244 34.0908788581629, -118.294984198187 34.0908598579997, -118.296074198056 34.0908528581291, -118.296116198318 34.09342285834, -118.296127197981 34.0953898588447))",10.63
399,06037185320,1.449148,9.2,"POLYGON ((-118.228351186986 34.0955858622474, -118.225849186966 34.0938668624661, -118.223880185539 34.0914888620781, -118.223398186295 34.0909138625351, -118.222421185415 34.0887388617128, -118.219048184549 34.0864358620893, -118.224491185639 34.0822798610442, -118.226373186156 34.0827228611208, -118.225736185874 34.0865138617052, -118.226429186326 34.0891458620972, -118.227391186817 34.0906518624768, -118.2304911871 34.0943428622498, -118.228351186986 34.0955858622474))",7.55
400,06037191204,1.406923,11.6,"POLYGON ((-118.300511199371 34.095225858804, -118.296127197981 34.0953898588447, -118.296116198318 34.09342285834, -118.296074198056 34.0908528581291, -118.300494199023 34.0908268577052, -118.300511199371 34.095225858804))",17.25
401,06037191120,2.949115,18.3,"POLYGON ((-118.309223200757 34.0948948579834, -118.305614199652 34.0950308582911, -118.304655199326 34.0950748579912, -118.300511199371 34.095225858804, -118.300494199023 34.0908268577052, -118.304617199642 34.0908028574602, -118.306592199675 34.090790857776, -118.309188199753 34.0907748572403, -118.309212200337 34.0936108576546, -118.309223200757 34.0948948579834))",25.16
402,06037191301,2.855649,28.9,"POLYGON ((-118.291755197911 34.0934498585208, -118.288677196842 34.0934638592349, -118.286589196212 34.0934668592378, -118.284167195915 34.0934598592912, -118.282814196177 34.0946378596413, -118.281120195664 34.0931318596851, -118.280383195887 34.0924668592867, -118.281592195903 34.0923848587696, -118.283197196363 34.0912888593971, -118.284547196064 34.0908778585591, -118.286733196908 34.0908748585897, -118.291747197244 34.0908788581629, -118.291755197911 34.0934498585208))",23.48
403,06037191901,1.961161,13.3,"POLYGON ((-118.344071206262 34.0888978554521, -118.343400205372 34.0889328553452, -118.343392206323 34.0907038551601, -118.343394206248 34.094332856116, -118.33863420549 34.0943828561751, -118.33320420475 34.0943938563762, -118.33318420372 34.0907288564946, -118.333164203483 34.0871098560521, -118.338602204457 34.0870958552473, -118.339679204624 34.0870928553756, -118.344067205926 34.0870808548138, -118.344071206262 34.0888978554521))",8.81
404,06037201501,-1.371515,5.2,"POLYGON ((-118.171766177371 34.0890538649641, -118.17077717693 34.0894118653882, -118.169963176491 34.0895548653879, -118.169469177208 34.0896368656096, -118.167038176329 34.0900228658061, -118.165627175696 34.0903878652967, -118.160672175582 34.0934458657353, -118.160594174958 34.0903418655113, -118.16055617482 34.0888948658237, -118.160536175153 34.0863528657858, -118.160508174225 34.0810868650233, -118.163364174975 34.0810798650905, -118.166515174995 34.0810208644486, -118.167095176088 34.081908864647, -118.167784175499 34.0829618647256, -118.168668176069 34.084348864403, -118.168762176347 34.0848718647731, -118.168793175892 34.0872738650172, -118.171658176473 34.0872938648953, -118.172265176748 34.0888438652019, -118.171766177371 34.0890538649641))",11.04
405,06037195901,0.992367,19.8,"POLYGON ((-118.284547196064 34.0908778585591, -118.283197196363 34.0912888593971, -118.281592195903 34.0923848587696, -118.280383195887 34.0924668592867, -118.279369195822 34.091388859603, -118.278794195522 34.0909348589979, -118.281210195546 34.0871118584059, -118.283559195517 34.0838948577271, -118.28447819549 34.0837378581218, -118.284505196248 34.0866458580596, -118.284524195929 34.0887048590468, -118.284547196064 34.0908778585591))",10.99
406,06037201200,-0.855541,6.7,"POLYGON ((-118.182585179129 34.0877508646678, -118.18063517894 34.0924308645101, -118.177068177994 34.0914028648072, -118.176044177846 34.0895188648896, -118.173368176986 34.0906398655123, -118.172388177158 34.0900848650111, -118.171766177371 34.0890538649641, -118.172265176748 34.0888438652019, -118.174942177332 34.0877218643388, -118.178083177543 34.0864488648274, -118.180163178402 34.0856938642633, -118.184172179304 34.0860548637653, -118.182585179129 34.0877508646678))",7.4
407,06037195902,0.773434,4.4,"POLYGON ((-118.283559195517 34.0838948577271, -118.281210195546 34.0871118584059, -118.278794195522 34.0909348589979, -118.277288194575 34.0901948590793, -118.275843194042 34.0875298588874, -118.277199194114 34.0853798584334, -118.279146194614 34.0822948583694, -118.281285194997 34.0832288578431, -118.283559195517 34.0838948577271))",6.23
408,06037191500,1.949602,12.9,"POLYGON ((-118.300494199023 34.0908268577052, -118.296074198056 34.0908528581291, -118.294984198187 34.0908598579997, -118.291747197244 34.0908788581629, -118.291739196703 34.0887348581128, -118.291733197254 34.0866748581968, -118.291722196582 34.0835928573444, -118.295326196879 34.0835868576891, -118.297854197816 34.0835738573645, -118.298844198067 34.083567856802, -118.300463198019 34.084685856956, -118.300483199028 34.0885398577102, -118.300494199023 34.0908268577052))",25.96
409,06037191410,2.448939,29.6,"POLYGON ((-118.291747197244 34.0908788581629, -118.286733196908 34.0908748585897, -118.284547196064 34.0908778585591, -118.284524195929 34.0887048590468, -118.284505196248 34.0866458580596, -118.286875196305 34.0866548584531, -118.291733197254 34.0866748581968, -118.291739196703 34.0887348581128, -118.291747197244 34.0908788581629))",23.17
410,06037191620,1.165006,27.8,"POLYGON ((-118.306592199675 34.090790857776, -118.304617199642 34.0908028574602, -118.300494199023 34.0908268577052, -118.300483199028 34.0885398577102, -118.300463198019 34.084685856956, -118.303288199444 34.0866458576281, -118.304934199254 34.0881958577524, -118.306592199675 34.090790857776))",33.27
411,06037191810,1.799563,19.1,"POLYGON ((-118.33318420372 34.0907288564946, -118.329898203897 34.0907358560932, -118.32886920303 34.0907378563663, -118.326636203489 34.0907428564998, -118.324456202345 34.0907488567592, -118.322285201917 34.0907538569796, -118.322272201849 34.0871278567633, -118.324443202871 34.0871218558216, -118.329886203189 34.0871128560871, -118.333164203483 34.0871098560521, -118.33318420372 34.0907288564946))",22.58
412,06037191710,0.931082,41.5,"POLYGON ((-118.322285201917 34.0907538569796, -118.317932202136 34.0907598566733, -118.315744201416 34.0907638573129, -118.315732200649 34.0871368565314, -118.313556201117 34.0871348570446, -118.313555200537 34.0866818564026, -118.30917120025 34.0866798574353, -118.309169200373 34.0862288571802, -118.309157199721 34.0835138567152, -118.313543200244 34.0835098562786, -118.317895201028 34.0835068561943, -118.318751200745 34.0835058565079, -118.31955320118 34.083505856371, -118.32225920146 34.0835048555416, -118.322272201849 34.0871278567633, -118.322285201917 34.0907538569796))",24.88
413,06037191610,2.727436,24.5,"POLYGON ((-118.309188199753 34.0907748572403, -118.306592199675 34.090790857776, -118.304934199254 34.0881958577524, -118.303288199444 34.0866458576281, -118.300463198019 34.084685856956, -118.300458198295 34.0835598569555, -118.301714197967 34.0835528572867, -118.304614199406 34.0835378572853, -118.309157199721 34.0835138567152, -118.309169200373 34.0862288571802, -118.30917120025 34.0866798574353, -118.309183200355 34.0895518575001, -118.309188199753 34.0907748572403))",21.34
414,06037191720,2.77816,35.4,"POLYGON ((-118.315744201416 34.0907638573129, -118.313570200764 34.0907678568195, -118.309188199753 34.0907748572403, -118.309183200355 34.0895518575001, -118.30917120025 34.0866798574353, -118.313555200537 34.0866818564026, -118.313556201117 34.0871348570446, -118.315732200649 34.0871368565314, -118.315744201416 34.0907638573129))",39.99
415,06037194402,1.060134,3.2,"POLYGON ((-118.377018210881 34.0848538529297, -118.376963211302 34.0886348532684, -118.376421211799 34.0889268537069, -118.373284210701 34.0900568540801, -118.373186210907 34.0901538536691, -118.372510210604 34.0902608541775, -118.372506211189 34.0888428538848, -118.372497210124 34.0854428537172, -118.370242210482 34.0856138531797, -118.370245210116 34.0870888531558, -118.369100210332 34.0871058536037, -118.366973209887 34.0871378538254, -118.366961209386 34.0854568535691, -118.366934209118 34.0815558530346, -118.366924209287 34.0801418527196, -118.369048209283 34.080135853234, -118.370306209863 34.0801738527621, -118.370314209396 34.0831618529511, -118.377045210499 34.0830448523626, -118.377018210881 34.0848538529297))",1.93
416,06037197300,0.871895,15.3,"POLYGON ((-118.254930189897 34.0806168597228, -118.254253190415 34.0837498594943, -118.251790190172 34.086185860511, -118.250434190324 34.0872858608372, -118.249988190537 34.0893658604546, -118.246203189294 34.0877428607793, -118.248835189481 34.0852808602167, -118.249995189469 34.0825028594577, -118.251663190129 34.0803868595133, -118.251255189149 34.0786738591262, -118.250133188786 34.0736728585654, -118.251984188755 34.0741988592818, -118.252360189259 34.0745388584991, -118.254368189297 34.0754688584455, -118.257352189962 34.0767638587268, -118.254930189897 34.0806168597228))",11.29
417,06037194401,0.772371,8.9,"POLYGON ((-118.366973209887 34.0871378538254, -118.366455209812 34.0889288535646, -118.365915209319 34.0889368542147, -118.362724208756 34.0887918545121, -118.361455209201 34.0872058538887, -118.361342208795 34.085417854013, -118.361464207789 34.0801958533589, -118.362663208366 34.0801518530054, -118.366924209287 34.0801418527196, -118.366934209118 34.0815558530346, -118.366961209386 34.0854568535691, -118.366973209887 34.0871378538254))",6.44
418,06037192001,1.242345,18.7,"POLYGON ((-118.352814207818 34.0889668546456, -118.348675206957 34.0889348551684, -118.344071206262 34.0888978554521, -118.344067205926 34.0870808548138, -118.344055204798 34.0802728542193, -118.346226205077 34.0802638540885, -118.348658205977 34.0802528538729, -118.34866820604 34.0852998546619, -118.351122207147 34.0853198546094, -118.35112520683 34.0871198544067, -118.352812207077 34.0871338546874, -118.352814207818 34.0889668546456))",4.63
419,06037197420,1.547935,5.9,"POLYGON ((-118.260324190774 34.078916859269, -118.260186191358 34.0819498588888, -118.260080191776 34.0835728592723, -118.260002191712 34.0854948599855, -118.259364191496 34.0889138604908, -118.257165191446 34.0879578602058, -118.256894190792 34.0884018605131, -118.254341190875 34.087271860552, -118.251790190172 34.086185860511, -118.254253190415 34.0837498594943, -118.254930189897 34.0806168597228, -118.257352189962 34.0767638587268, -118.260471190941 34.0781188583847, -118.260324190774 34.078916859269))",10.96
420,06037192300,-0.79844,17.8,"POLYGON ((-118.33419320294 34.0785198548919, -118.334161203131 34.0803158547538, -118.334179203731 34.0834828551598, -118.333143203499 34.083460854922, -118.330971202755 34.0834708557377, -118.329874203168 34.0834768555593, -118.326612202478 34.083492856093, -118.324431201698 34.0834988555053, -118.322705201894 34.0835038561202, -118.322689201954 34.0789578558291, -118.322679201434 34.0762058547868, -118.325997201701 34.0762268552791, -118.327725201701 34.0758338549798, -118.334736202872 34.076201854319, -118.33419320294 34.0785198548919))",3.24
421,06037192700,1.22371,15.6,"POLYGON ((-118.291722196582 34.0835928573444, -118.286841195693 34.0835938575001, -118.284476195284 34.0835938583915, -118.284438194689 34.0794158577215, -118.284421194545 34.0777368575019, -118.284415194907 34.0771548570184, -118.284411194944 34.076721857038, -118.286290194866 34.0766958574111, -118.286821195077 34.0763358574676, -118.291697196074 34.0763348565585, -118.291702195771 34.0776948570944, -118.29170719634 34.0790578571007, -118.291708196342 34.0793408573671, -118.291716196723 34.0817788571494, -118.291722196582 34.0835928573444))",21.17
422,06037192410,-0.063797,4.6,"POLYGON ((-118.322705201894 34.0835038561202, -118.32225920146 34.0835048555416, -118.31955320118 34.083505856371, -118.318751200745 34.0835058565079, -118.317895201028 34.0835068561943, -118.313543200244 34.0835098562786, -118.313529200506 34.0803068562157, -118.313525199759 34.0794008558613, -118.313510199743 34.0762358558167, -118.315707200643 34.0762278556992, -118.317868200535 34.0762198553676, -118.319613200411 34.0762128555656, -118.320628201315 34.0762088549173, -118.322679201434 34.0762058547868, -118.322689201954 34.0789578558291, -118.322705201894 34.0835038561202))",4.88
423,06037192520,2.440647,10.0,"POLYGON ((-118.304614199406 34.0835378572853, -118.301714197967 34.0835528572867, -118.300458198295 34.0835598569555, -118.300447198143 34.0812318567935, -118.30044019822 34.0799298566364, -118.300435197379 34.0790208566065, -118.300428197578 34.077657856178, -118.300422197315 34.0762928564445, -118.302965197552 34.0762808562602, -118.304468198162 34.0762738561457, -118.30460119859 34.0799068564519, -118.304614199406 34.0835378572853))",28.18
424,06037192510,2.069404,13.6,"POLYGON ((-118.30916219884 34.0803138560378, -118.309157199721 34.0835138567152, -118.304614199406 34.0835378572853, -118.30460119859 34.0799068564519, -118.304468198162 34.0762738561457, -118.305528198147 34.0762688556304, -118.306739198788 34.0762638564435, -118.309160198879 34.0762518561637, -118.309175199478 34.0798818560711, -118.30916219884 34.0803138560378))",7.21
425,06037192420,2.635253,5.0,"POLYGON ((-118.313543200244 34.0835098562786, -118.309157199721 34.0835138567152, -118.30916219884 34.0803138560378, -118.309175199478 34.0798818560711, -118.309160198879 34.0762518561637, -118.313510199743 34.0762358558167, -118.313525199759 34.0794008558613, -118.313529200506 34.0803068562157, -118.313543200244 34.0835098562786))",12.69
426,06037265100,-3.318329,23.0,"POLYGON ((-118.439433220819 34.078250848744, -118.435602220855 34.0806188487538, -118.43386722091 34.0827538492399, -118.432227220179 34.0825128494176, -118.429220219475 34.0791958490836, -118.427091218915 34.0807688500958, -118.422875218473 34.0799378496216, -118.423618218939 34.0792558494555, -118.42306121813 34.077246849742, -118.422872217709 34.0769028496743, -118.423301218276 34.0756938492312, -118.4225582177 34.0752778493137, -118.421851217914 34.0750978495003, -118.420940217137 34.0754328496575, -118.419654216822 34.0726568489717, -118.418474216858 34.07236584931, -118.416404216603 34.0688708491098, -118.41633121596 34.0670838485471, -118.424392218147 34.0680708485973, -118.425396217786 34.0679818484226, -118.426497218478 34.0678338479861, -118.428872218642 34.066905848021, -118.430082218005 34.0663708481415, -118.432236218197 34.0642598478985, -118.433373218434 34.0656568474153, -118.433518219335 34.0685748481242, -118.435269219453 34.0698588478727, -118.437352220439 34.0729828481553, -118.437917219853 34.0741328479165, -118.438748220558 34.0759468483659, -118.438688221106 34.0764118482125, -118.439433220819 34.078250848744))",1.78
427,06037195804,-0.112589,9.3,"POLYGON ((-118.276827194072 34.0773468576383, -118.273368193065 34.0829668585641, -118.271525193413 34.0816368587259, -118.270383192671 34.0805328584142, -118.269022192312 34.0795238582137, -118.270730193028 34.0766628579158, -118.271708192627 34.0750438580454, -118.273756192562 34.0759608581489, -118.276827194072 34.0773468576383))",12.62
428,06037201602,-1.396564,7.9,"POLYGON ((-118.175193176758 34.0773468640001, -118.172856176925 34.0791518638713, -118.169315175913 34.0824518645112, -118.167784175499 34.0829618647256, -118.167095176088 34.081908864647, -118.166515174995 34.0810208644486, -118.163364174975 34.0810798650905, -118.160508174225 34.0810868650233, -118.160532174367 34.0784828640908, -118.160505173823 34.0753198639475, -118.161773173734 34.0746398644573, -118.161807173762 34.0748168639715, -118.163618174947 34.0737918639173, -118.168335175196 34.0744358632144, -118.172661175324 34.0715968630598, -118.175406176438 34.0693258626687, -118.176670176589 34.0689978624928, -118.176557176185 34.0700178630699, -118.172398176339 34.0735708634756, -118.174043175956 34.0762938637204, -118.177153176956 34.0773368636612, -118.175193176758 34.0773468640001))",3.55
429,06037194500,-0.520167,9.6,"POLYGON ((-118.378814210873 34.0763948523482, -118.377179210847 34.0765968520217, -118.377260211216 34.080211852538, -118.375276210935 34.0801638526444, -118.374214209968 34.0820238524788, -118.374221210716 34.0801658524572, -118.370306209863 34.0801738527621, -118.369048209283 34.080135853234, -118.366924209287 34.0801418527196, -118.362663208366 34.0801518530054, -118.361464207789 34.0801958533589, -118.361442207849 34.0761088526299, -118.365856208976 34.0760898525005, -118.366903208496 34.0760848522166, -118.370020209126 34.0760718519978, -118.376601209937 34.0760418522779, -118.377820210236 34.0760488515068, -118.378814210873 34.0763948523482))",1.5
