,FIPS,Walkability,Percentage of without vehicle,geometry,Percentage of public transportation
253,06037127806,1.127217,9.3,"POLYGON ((-118.466195234963 34.1902938589697, -118.464012233859 34.1902948592459, -118.457462233484 34.1902988598662, -118.457463233761 34.1906728599771, -118.448729232191 34.1906778605773, -118.448729231889 34.1896888607033, -118.448727231276 34.186665860386, -118.453093232245 34.1866628595574, -118.457460232959 34.1866608594363, -118.464009234106 34.1866558591582, -118.46619223449 34.1866548585733, -118.4661942346 34.1884798589348, -118.466195234963 34.1902938589697))",10.86
254,06037132900,-1.085229,7.0,"POLYGON ((-118.536041246318 34.1901238550626, -118.53550724597 34.1899508556969, -118.527307244017 34.1855858552175, -118.525251244084 34.1850478556424, -118.518499242615 34.1849858560543, -118.518506243229 34.1831128558075, -118.515883242548 34.1831158553631, -118.515819242298 34.1801468556158, -118.518517243072 34.1801398554363, -118.527298244057 34.1802508546184, -118.530836244649 34.180240854814, -118.536025245056 34.1802108546797, -118.536031245607 34.1838798549349, -118.536041246318 34.1901238550626))",2.63
255,06037123700,-0.874006,16.5,"POLYGON ((-118.413799225797 34.1903188625995, -118.409963224815 34.1903188629589, -118.409070224622 34.1903188624702, -118.405261224196 34.190318863112, -118.405260224607 34.1866808620639, -118.405260224386 34.1830728618502, -118.405259224001 34.1794118618764, -118.409430224019 34.1794098611876, -118.411613224225 34.1794098612333, -118.413797225238 34.179408861019, -118.41379822538 34.186680862169, -118.413798226196 34.1884498625107, -118.413799225797 34.1903188625995))",3.8
256,06037123601,-1.263619,9.6,"POLYGON ((-118.42253122662 34.18667486171, -118.418164226188 34.186677861796, -118.417598226414 34.186677861788, -118.41379822538 34.186680862169, -118.413797225238 34.179408861019, -118.414181224822 34.1757358606623, -118.413691224683 34.1721368607878, -118.413161224134 34.1682968596812, -118.418205224944 34.1683518599352, -118.418158225262 34.169075859482, -118.422257225368 34.1721338603365, -118.422523225498 34.1721338598601, -118.422523225535 34.1722878597721, -118.422529226858 34.1830478614948, -118.42253122662 34.18667486171))",8.44
257,06037124104,0.546291,11.0,"POLYGON ((-118.38779022177 34.1866788634545, -118.383424220988 34.1866828635169, -118.379058219428 34.186686863754, -118.379055219491 34.1848698638865, -118.379052219883 34.1830538638488, -118.383416219944 34.183049863264, -118.387788220723 34.1830458634823, -118.38779022177 34.1866788634545))",7.53
258,06037137103,-1.635078,2.0,"POLYGON ((-118.605782256253 34.1719588491939, -118.605686256366 34.175143849932, -118.604847256318 34.1781008504715, -118.605314256725 34.1792158499052, -118.601520256583 34.1791718501877, -118.597373256068 34.1792478504169, -118.597447255463 34.1732938500412, -118.597443254693 34.1706498493962, -118.597442254988 34.1693548495357, -118.602053255588 34.1700648496135, -118.605778256587 34.170646848871, -118.605782256253 34.1719588491939))",4.15
259,06037124500,-1.440701,7.8,"POLYGON ((-118.431257228485 34.1798808599422, -118.430434227395 34.1794038601821, -118.428206227677 34.177729859908, -118.422523225535 34.1722878597721, -118.422523225498 34.1721338598601, -118.422257225368 34.1721338603365, -118.418158225262 34.169075859482, -118.418205224944 34.1683518599352, -118.422520225663 34.1683518594522, -118.43125122744 34.1683478594172, -118.431253227634 34.1721298591588, -118.43125522815 34.1757578599936, -118.431256227667 34.177572859823, -118.431257228485 34.1798808599422))",6.58
260,06037124400,-1.803516,7.8,"POLYGON ((-118.413797225238 34.179408861019, -118.411613224225 34.1794098612333, -118.409430224019 34.1794098611876, -118.405259224001 34.1794118618764, -118.405258223063 34.1748598612721, -118.405258222602 34.1721388611686, -118.405257222676 34.168308860232, -118.413161224134 34.1682968596812, -118.413691224683 34.1721368607878, -118.414181224822 34.1757358606623, -118.413797225238 34.179408861019))",6.29
261,06037124102,0.46769,3.2,"POLYGON ((-118.387786220148 34.1794138625231, -118.385602220131 34.1794158625355, -118.38230322021 34.1794188626627, -118.379046218883 34.1794218629633, -118.379039218599 34.1757858625118, -118.37903421905 34.1721608627962, -118.38447521949 34.1721568623118, -118.387779220566 34.1721538617167, -118.387786220148 34.1794138625231))",7.72
262,06037124203,-0.615658,9.1,"POLYGON ((-118.379046218883 34.1794218629633, -118.374682218873 34.1794248635264, -118.370314217598 34.1794278640225, -118.370307216997 34.1757958634605, -118.374674218388 34.1757948626343, -118.379039218599 34.1757858625118, -118.379046218883 34.1794218629633))",10.8
263,06037124300,0.665991,9.0,"POLYGON ((-118.370314217598 34.1794278640225, -118.366361217369 34.1794308639912, -118.365947216851 34.1794308642105, -118.35886821601 34.1794338641196, -118.358590215747 34.1775878643674, -118.357770215589 34.1721668640415, -118.361567216142 34.1721628631675, -118.365935216265 34.1721628631154, -118.370298216706 34.1721618632435, -118.370307216997 34.1757958634605, -118.370314217598 34.1794278640225))",12.28
264,06037128602,-1.751557,4.2,"POLYGON ((-118.43998822976 34.17756785925, -118.43562222887 34.1775708593615, -118.431256227667 34.177572859823, -118.43125522815 34.1757578599936, -118.431253227634 34.1721298591588, -118.43125122744 34.1683478594172, -118.431249226825 34.1648708585472, -118.43561522718 34.1648678579593, -118.439980227919 34.1648658582425, -118.439982228989 34.1683468586012, -118.439985228894 34.1721268590754, -118.43998622852 34.1739398589279, -118.439987228963 34.1757548593299, -118.43998822976 34.17756785925))",4.91
265,06037128500,-0.126464,9.5,"POLYGON ((-118.448719230405 34.1757498587588, -118.443263229539 34.1757528595714, -118.439987228963 34.1757548593299, -118.43998622852 34.1739398589279, -118.439985228894 34.1721268590754, -118.439982228989 34.1683468586012, -118.439980227919 34.1648658582425, -118.448712229142 34.1648598577961, -118.448715230479 34.1699148580009, -118.448717229748 34.1721208583521, -118.448719230405 34.1757498587588))",5.83
266,06037124204,0.157197,4.6,"POLYGON ((-118.379039218599 34.1757858625118, -118.374674218388 34.1757948626343, -118.370307216997 34.1757958634605, -118.370298216706 34.1721618632435, -118.374120217942 34.1721618624044, -118.374599217664 34.17216186267, -118.37903421905 34.1721608627962, -118.379039218599 34.1757858625118))",15.16
267,06037139504,-0.976008,10.4,"POLYGON ((-118.522121242935 34.1710908542718, -118.518550241275 34.1710908541916, -118.518559241616 34.1686098543506, -118.51856624138 34.1667558535234, -118.518582240856 34.1624318537203, -118.522029241942 34.163540853147, -118.522038242459 34.1686068538889, -118.522121242935 34.1710908542718))",3.0
268,06037139600,-1.35787,4.5,"POLYGON ((-118.518582240856 34.1624318537203, -118.51856624138 34.1667558535234, -118.518559241616 34.1686098543506, -118.518550241275 34.1710908541916, -118.509833240292 34.1710888549303, -118.503512239328 34.1710068555292, -118.501105238501 34.1703578551234, -118.501092238064 34.1617058546942, -118.501089237444 34.1592608537554, -118.503647237837 34.1575438536759, -118.507144239027 34.1582098531603, -118.509812238795 34.156912853378, -118.509812238655 34.156442853402, -118.513129239736 34.155898853249, -118.514175240294 34.1558488529082, -118.516109240107 34.1553958525231, -118.516734240107 34.1576968526143, -118.518597240312 34.1580558529976, -118.518582240856 34.1624318537203))",0.6
269,06037137502,-1.296971,6.9,"POLYGON ((-118.605835256027 34.1610278479034, -118.605772255882 34.1684848495124, -118.605778256587 34.170646848871, -118.602053255588 34.1700648496135, -118.597442254988 34.1693548495357, -118.588171253152 34.1679468504244, -118.58816625354 34.1663838500972, -118.588370253023 34.1602788491142, -118.58836325242 34.1587948494314, -118.590874252449 34.1586198488693, -118.59834225397 34.1570618485167, -118.599056254409 34.1571738480934, -118.599244253938 34.1572898479782, -118.601587254731 34.1567208483846, -118.605824254782 34.1569058480981, -118.605835256027 34.1610278479034))",0.0
270,06037139701,-1.542611,4.9,"POLYGON ((-118.509812238795 34.156912853378, -118.507144239027 34.1582098531603, -118.503647237837 34.1575438536759, -118.501089237444 34.1592608537554, -118.501092238064 34.1617058546942, -118.501105238501 34.1703578551234, -118.493886237786 34.1658848549359, -118.492369237275 34.1653308549714, -118.491237236667 34.1651308549593, -118.487750235833 34.1651298557797, -118.48363623507 34.1651848556548, -118.483628235136 34.1563738546339, -118.483627235092 34.1551918547995, -118.486538235476 34.1555888544719, -118.48799323559 34.1555228544736, -118.488098235017 34.154895854256, -118.492354236291 34.1536348537936, -118.492997235426 34.1509328535899, -118.492114235645 34.1482478534621, -118.493601236076 34.1455628532161, -118.493054235973 34.1454498530316, -118.495003235163 34.1443638528148, -118.497200236088 34.1468188530511, -118.501372237174 34.1462978528909, -118.501868237426 34.147625852549, -118.504279237857 34.1506718532212, -118.504381237925 34.1510278531314, -118.506015238625 34.1517398525973, -118.50613623879 34.1555528533543, -118.508607238419 34.1533058527221, -118.509812238655 34.156442853402, -118.509812238795 34.156912853378))",2.45
271,06037124600,-0.918619,4.7,"POLYGON ((-118.43125122744 34.1683478594172, -118.422520225663 34.1683518594522, -118.422518225785 34.1648728592036, -118.422517225226 34.1612448583789, -118.422516224759 34.1576168586532, -118.422516224247 34.1565338586651, -118.427468224886 34.1555628578104, -118.431244226451 34.1555278573192, -118.431245225924 34.1576148580901, -118.43124722683 34.161242858218, -118.431249226825 34.1648708585472, -118.43125122744 34.1683478594172))",2.06
272,06037124700,-0.484608,6.1,"POLYGON ((-118.422520225663 34.1683518594522, -118.418205224944 34.1683518599352, -118.413161224134 34.1682968596812, -118.412696224101 34.1648748601099, -118.412035223059 34.1613818593139, -118.410939223066 34.1598328593244, -118.408995222357 34.1586848589711, -118.405271221994 34.1576228596975, -118.405236221657 34.1576078591181, -118.405233221874 34.1566028592709, -118.413788223155 34.156638858725, -118.421570224689 34.1566408583085, -118.422516224247 34.1565338586651, -118.422516224759 34.1576168586532, -118.422517225226 34.1612448583789, -118.422518225785 34.1648728592036, -118.422520225663 34.1683518594522))",5.26
273,06037124903,0.204399,9.1,"POLYGON ((-118.405257222676 34.168308860232, -118.400340221781 34.1683568603947, -118.396513221395 34.1683618611414, -118.396510221476 34.1648708607318, -118.400340221679 34.1648738606856, -118.400884221521 34.1648738606357, -118.405256222698 34.1648768604831, -118.405257222676 34.168308860232))",5.7
274,06037124000,-1.494984,10.6,"POLYGON ((-118.413161224134 34.1682968596812, -118.405257222676 34.168308860232, -118.405256222698 34.1648768604831, -118.400884221521 34.1648738606357, -118.400340221679 34.1648738606856, -118.396510221476 34.1648708607318, -118.396496220757 34.1576188599902, -118.400866220768 34.1576208599834, -118.40523622174 34.1576228589025, -118.405271221994 34.1576228596975, -118.408995222357 34.1586848589711, -118.410939223066 34.1598328593244, -118.412035223059 34.1613818593139, -118.412696224101 34.1648748601099, -118.413161224134 34.1682968596812))",6.6
275,06037137402,-2.209162,6.3,"POLYGON ((-118.64128226123 34.157928845643, -118.634065259963 34.1605978467357, -118.623306258378 34.1644608477018, -118.618212258103 34.1660678480153, -118.617280257428 34.1643198475626, -118.619938257738 34.1603588471201, -118.616477256833 34.1578308473149, -118.616298256969 34.1537878468104, -118.61478725677 34.1540568474212, -118.612517256394 34.1527328473799, -118.61352025614 34.1512608465402, -118.611470255689 34.1513098468774, -118.614420256463 34.1495338469487, -118.612258255052 34.1482338466267, -118.614990255638 34.1492718460159, -118.614983256123 34.1472818461777, -118.6290042581 34.1472778454053, -118.629951258527 34.1498688453605, -118.631262258579 34.1510918460132, -118.632119258666 34.150563845704, -118.638495260734 34.1576018457399, -118.639174261188 34.1573418461271, -118.641288260675 34.1566378456188, -118.64128226123 34.157928845643))",2.63
276,06037139802,-3.800506,0.0,"POLYGON ((-118.568742247984 34.1410638482443, -118.567530247925 34.1439098484898, -118.567182247614 34.1479968488635, -118.565403248522 34.1557708504217, -118.563202248505 34.158033849948, -118.563533248176 34.1588138504137, -118.562202248832 34.16299185083, -118.560618248153 34.164072850758, -118.558185247333 34.1638718510256, -118.556161247356 34.1648708517726, -118.553862247507 34.163713851679, -118.552557246735 34.16350785183, -118.550067246815 34.1645148515194, -118.553130246601 34.1575908504925, -118.552699246051 34.1559728504777, -118.552737246645 34.1552198505673, -118.55436824587 34.1537438502323, -118.555237246792 34.1511228497423, -118.555114246587 34.1497988498279, -118.556651245908 34.1465358493843, -118.555896245629 34.141742848897, -118.552294245393 34.1432138497214, -118.550960244882 34.1424538490693, -118.546266243978 34.1421418492905, -118.543454243775 34.1426068499328, -118.54143924299 34.142195849752, -118.540232243403 34.141520849546, -118.540299243142 34.1403958498115, -118.541811243003 34.1373948494777, -118.543938243117 34.1350028486119, -118.544110242729 34.1317538487433, -118.545296243181 34.1304608481675, -118.54301924224 34.1270878477884, -118.548098242915 34.1258258474339, -118.549495243095 34.1264388474574, -118.553420243465 34.1260148475791, -118.55476624431 34.1271178479179, -118.5536342439 34.1282518473982, -118.555982244662 34.1280388472862, -118.557377244389 34.1266128472791, -118.55993224533 34.1299338472484, -118.564029245611 34.1311518471738, -118.565276246716 34.133147847631, -118.566013247175 34.1366138477851, -118.566186247513 34.1376538480176, -118.567849246926 34.1376578478817, -118.568831247251 34.1384528477501, -118.568742247984 34.1410638482443))",0.41
277,06037141400,-1.591743,13.1,"POLYGON ((-118.48363623507 34.1651848556548, -118.4766192341 34.1652628556842, -118.475060234353 34.1650408564312, -118.473534234009 34.164408855864, -118.469480232216 34.1600108554886, -118.469341232776 34.1583678556782, -118.468054232396 34.1541248557815, -118.468275231766 34.154161855729, -118.468291231544 34.1514598546277, -118.469574232202 34.1483558550696, -118.47019523236 34.1491188544892, -118.473923232479 34.1503698546174, -118.477513233709 34.15045485428, -118.477515233698 34.1524828544611, -118.483624234226 34.1533208541482, -118.483627235092 34.1551918547995, -118.483628235136 34.1563738546339, -118.48363623507 34.1651848556548))",2.11
278,06037139801,-4.134402,0.7,"POLYGON ((-118.556651245908 34.1465358493843, -118.555114246587 34.1497988498279, -118.555237246792 34.1511228497423, -118.55436824587 34.1537438502323, -118.552737246645 34.1552198505673, -118.552699246051 34.1559728504777, -118.553130246601 34.1575908504925, -118.550067246815 34.1645148515194, -118.548220246011 34.1632538519285, -118.546577246165 34.1632048520903, -118.533984243709 34.1629098525656, -118.533622243235 34.1621678523998, -118.53465924407 34.161580852187, -118.537472244164 34.1609088519644, -118.535600243238 34.1572378514614, -118.535779243347 34.155022851245, -118.537420243373 34.1486728505685, -118.538024243089 34.1466688501841, -118.54143924299 34.142195849752, -118.543454243775 34.1426068499328, -118.546266243978 34.1421418492905, -118.550960244882 34.1424538490693, -118.552294245393 34.1432138497214, -118.555896245629 34.141742848897, -118.556651245908 34.1465358493843))",0.0
